reviewer_name,rating,date,review_text,wisata,visit_time
Alfian YR,5,1 tahun lalu,Gak cukup sehari kalo maen kesini karena luas banget dengan koleksi hewan yg banyak. Selain itu ada wahana bermain dan kolam renang anak. Wahana di dalam mayoritas sudah include di tiket masuk jadi gak perlu bayar lagi. Beberapa wahana sangat panjang antriannya seperti bombomcar. Ada playground juga yg cukup luas. Fasilitas yg ditawarkan sangat sepadan dengan harga tiket masuknya. Makanan yg dijual di dalam juga gak terlalu mahal. Toilet proper dan bersih. Overall sangat puas main kesini membawa keluarga.,Jatim Park 2,Hari biasa
De Matcha,5,2 bulan lalu,"Weekday tapi menjelang tanggal merah, ramai kunjungan anak sekolah, tiketing nya lama bgt nunggu hampir 1 jam, semoga bisa cepat seperti JP 1 dan 3, bisa jauh hari, jd datang tggl masuk, skrg harimaunya pd ga kelihatan entah tidur, sembunyi apa emg kosong",Jatim Park 2,Hari biasa
Mohd. Agoes Aufiya,5,1 tahun lalu,Tempat hiburan komplit di Malang... 1. Kebun binatang 2. Wahana Permainan adrenalin 3. Kolam renang 5. Masjid & toilet + Food court lengkap Kalau bisa datang jam 8 apalagi kalau bawa anak kecil agar bisa coba banyak wahana. Rekomendasi sekali terutama bagi anak² dan dewasa.,Jatim Park 2,Hari biasa
Bernadetha Ajeng Tresnaningsih,5,2 bulan lalu,"Wisata edukasi yang lengkap luas, sangat menyenangkan",Jatim Park 2,Akhir pekan
Barep Pratama,5,1 tahun lalu,"Reviewnya kita gabung jadi 1 aja untuk area Jatim Park 2 yaa...langsung kita mulai petualangan. Sebelumnya jangan lupa sarapan. Karena perjalanan panjang dan seru bangettt... Kami datang sengaja diawal waktu supaya bisa menjelajahi semua area (aktualnya tidak sempat) hehehe. Masuk ke area parkir yang sangat luas, terpisah antara mobil pribadi dan bus wisata. Karena kami datang pada awal jam buka sehingga sangat leluasa memilih area parkir. Kita langsung menuju area tiket, kami membeli tiket terusan dengan 4 obyek. Tips buat yang mau lebih efisien, bisa datang pukul 08.30 setelah beli tiket langsung eksplore Eco Green Park dulu (areanya luas dan banyak wahana, review terpisah yaa karena beda area). Kalau Jatim Park 2 baru buka pukul 09.30 Lumayan bisa efisien 1 jam. Area Jatim Park 2 terdiri dari beberapa area (seperti tertera pada tiket) sempat bingung ketika mau masuk. Tetapi kami sangat berterimakasih kepada semua staff yang sangat ramah dalam membantu menunjukkan arah. Puas eksplore Batu Secreet Zoo kami berlanjut ke Musium satwa. Tempatnya bersih rapi dan terlihat terawat. Tidak terlalu banyak koleksinya tetapi cukup untuk anak mengenal hewan langka. Didalam banyak penjual makanan, harga stabdart tempat wisata. Terdapat berbagai macam jajanan sampai makanan berat. Kami tidak sempat ke Selfie spot karena kami memilih untuk ke area baru yaitu Drive True Park. (Jika kita sudah membeli tiket terusan. Untuk kDrive True Park dapat diskon 50% cukup membayar Rp. 50.000,00) Review terpisah yaaa... Semoga membantu...",Jatim Park 2,Hari biasa
Muhammad Khoerul Annam,5,9 bulan lalu,"Sangat sangat worth it untuk harga tiket 125rb/ orang, bisa liat hewan sepuasnya dan banyak banget jenisnya, bisa main wahan sepuasnya juga dan gratis sudah termasuk tiket masuk, sewa motor listrik juga tersedia, fasilitas penunjangnya lengkap dan terawat.",Jatim Park 2,Hari biasa
moh.rahmad fachri,5,3 bulan lalu,"Pengalaman Seru Liburan Dengan Keluarga, Selalu Langganan Untuk Destinasi Liburan Setiap Tahun",Jatim Park 2,Hari libur nasional
Kwok Purnama,5,1 tahun lalu,"Tempat nya sangat luas & hewan"" Variasi sekali, bisa sewa sepeda listrik buat yg ga kuat jalan. Sangat edukatif buat anak"". pokoknya ga rugi. Ada museum hewan"" yang sudah diawetkan.",Jatim Park 2,Hari biasa
Jokosing selamet,5,7 bulan lalu,"Tempatnya luas, banyak macam2 spesies hewan dari hewan jinak dan hewan buas,,ada museum hewan serta banyak wahana permainan yang tersedia,",Jatim Park 2,Hari biasa
Pangestuning Megafitria Handayani,5,4 bulan lalu,Worth it sekali Next time ke sana lagi yaa semoga lancar terus rejekinya 😍🙏,Jatim Park 2,Hari biasa
Mas Gemoy,5,3 bulan lalu,"One stop solution for healing in Malang. Harga for our facility is worth it. Bersih, menawan dan pelayanan informasi baik. Pegawainya TOP.1",Jatim Park 2,Hari biasa
izza arofatul zahroh,5,5 bulan lalu,MasyaAllah pengalaman yang seruuu banget.. Wajib cobain ke metaverse glass theater pas ke jatim Park 2,Jatim Park 2,Hari biasa
Steven Wong,5,6 bulan lalu,"Kebun binatang zoo bagus Dan gede, harus pake mobil disana keliling lihat binatang2",Jatim Park 2,Hari libur nasional
indah laraswati,5,7 bulan lalu,Baiknya k sini pas weekday dan sebelum jam buka karena ada pertunjukan tarian yg keren deh Kalo d jatim park better sewa ebike y biar g cape karena lahanya luas bgt,Jatim Park 2,Hari biasa
Ibu Djumaida,4,1 tahun lalu,"Area luas dan cocok untuk edukasi anak dan ada akses untuk kursi roda,untuk wahana ada beberapa yang tidak gratis,siapkan topi agar karena beberapa area tidak banyak pohon",Jatim Park 2,Akhir pekan
roh man,5,6 bulan lalu,Capek rutenya terlalu banyak bikin pegel apalagi ditambah eco active Park haduh cuma lihat hewan2,Jatim Park 2,Akhir pekan
Atika P,5,11 bulan lalu,Semoga nanti ada rezeki bisa chekin ke hotel pohon inn disini😍,Jatim Park 2,Hari biasa
Lita Mustopa,5,1 tahun lalu,Salah satu tempat wisata edukasi yang bagus dan bermanfaat buat ank2.. Untuk hewan2 lumayan banyak..tempat juga bersih.. Tiket kemarin 140rb per orang.. Klo mw naik otopet waktu di dalam klo gak salah 150rb per otopet.,Jatim Park 2,Akhir pekan
nadia ayu,5,3 bulan lalu,"Tempat yang menyenangkan buat anak- anak lihat hewan, ga pernah bosan ke sini sudah lebih dari 5 kali kayaknya 😆",Jatim Park 2,Hari libur nasional
Fitra Mastraa,4,2 bulan lalu,Wisata favorit kluarga... Edukasi untuk para anak2...,Jatim Park 2,Akhir pekan
chatharina surya,5,1 tahun lalu,"Taman edukasi tentang Hewan2 yg sangat bagus. Sangat menarik bagi semua kalangan usia. Tempatnya nyaman.. ada banyak fasilitas yang diberikan utk memudahkan pengunjung, ada petunjuk lengkap utk batasan2 tentang bisa atau tidaknya berinteraksi dengan Hewan2 yg ada. Misalnya bisa memberi makan Jerapah.",Jatim Park 2,Akhir pekan
Erny Widyawati,5,1 minggu lalu,"Amazing sama kebun binatang ini, luas, banyak jenis hewan yang ga ada di kebun binatang lain, rapi, bersih. Siapkan stamina yg kuat kalau mau mengelilingi semua nya 💪🏻",Jatim Park 2,Hari biasa
Humada Alfian (Ardiansyah),5,1 tahun lalu,"1. Jatim Park sebuah Theme Park berisi banyak hewan dan unggas atau bisa dibilang sebuah Kebun Binatang Modern yang telah disediakan rute yang tertata dan zonasi khusus antar binatang 2. Berkunjung kesini baik musim liburan atau hari normal sama-sama tetap saya rekomendasikan, yang membedakan saat liburan lebih ramai pengunjung, namun tetap nyaman karena memang tempat wisatanya sangat besar dan luas 3. Loket karcis pembayaran sudah dipisahkan antara pembayaran tunai ataupun non tunai. Terdapat mesin ATM tidak jadi dari loketnya 4. Rute didalam theme Park ini sangat luas, jadi didalam tersedia scooter bagi yang tidak sanggup berjalan jauh yang tersedia ditengah tengah rute atau detour yang ingin keluar tidak ingin melanjutkan berkeliling 5. Di ujung rute terdapat beberapa macam show binatang yang bisa ditonton, yang edukatif dan menarik 6. Tersedia food court dan beberapa pop up store yang menjual berbagai macam Snack ataupun minuman ringan",Jatim Park 2,Akhir pekan
Ratih gusti,4,11 bulan lalu,"Harga makanan di dalam jatimpark memang agak menguras isi dompet huhuhu, 1 botol air mineral ukuran sedang 11rb, ice cream sundae 25rb, tiket masuk jg sudah di angka 140rb per orang & anak dg tinggi >85cm jg sudah berbayar Sy jg tidak tau apakah diperkenankan membawa makanan/bekal dari luar, karna pd saat masuk isi tas jg digeleda Free 40 wahana tapi beberapa wahana jg tidak bisa difungsikan (sedang dalam perbaikan) Area satwanya jg insyaaAllah aman & savety Btw harimau /macam kemaren ada yg kelihatan kurus sekaliiii, yg lihat malah jadi kasihannnn nantu 😭😭😭",Jatim Park 2,Hari biasa
Revalina Arilya Devi,5,11 bulan lalu,"Ke sini waktu hari minggu, rame tapi bukan yang rame banget. Jujur sedikit kaget karena seluas, selengkap, dan sebersih itu huhuu😸🫶🏻 Buat weekend dgn tiket 140.000, sangat worth it😻🤏🏻 Karena rute perjalanan yg sangat luas, banyak bgt bagian food court, tempat duduk, toilet, dan mushola 😆😻",Jatim Park 2,Akhir pekan
Lismawati Fatimah,5,6 bulan lalu,Hewan hewannya banyak banget luas banget ternyata. Educatif karena setiap hewan Nya ada keterangan lengkapnya.,Jatim Park 2,Hari biasa
Maratul Khusna,5,1 tahun lalu,"Batu secret zoo ini bener bener bagus banget, dan selalu ramai pengunjung Untuk harga tiket sampe 150rb per orang, bawa anak anak kesini buat bermain dan edukasi boleh dicoba karena bisa mengenal beberapa binatang juga Spot wahana juga gak kalah seru! Banyak permainannya, apalagi sewaktu naik tsunami bikin jantung deg2an hahaha Cobain deh kesini pokoknya seru banget!! Lebih baik kalau datang agak pagi aja biar bisa muter nya gak nyampe sore banget.",Jatim Park 2,Akhir pekan
Nailul Alak,5,5 bulan lalu,"bukan JTP 2 sih,. tapi eco green parknyaa,. yahuud,. rangorang biasanya taunya cuma jp 2 gegara yg keliatan cuma jp 2 tapi eco green bisa jadi hidden gem buat yang bawa anak2, areanya nda seluas JP 2, tapi uda cukup capeee 😌",Jatim Park 2,Hari libur nasional
Yakobus Kristianto,5,7 bulan lalu,"Seru, luas, ud include 3 wisata, worth it banget untuk plan 1 hari, banyak wahana gratis🙏🙏",Jatim Park 2,Hari biasa
Yadilla Qia,5,1 tahun lalu,"Rasanya Jatim Park Group tidak pernah gagal membuat taman bermain dan rekreasi. Jatim Park 2 ini sangat cantik dari interiornya, snagat mewakili jenis wahana dan memberikan kesan yang menarik. Areanya sangatt luas dan cocok membawa anak anak sebagai sarana edukasi dan menikmati liburan",Jatim Park 2,Hari biasa
ongge nur,5,1 minggu lalu,"Wajib ke sini, kalau ke kota wisata batu.. Dari semua jatim park grup",Jatim Park 2,Akhir pekan
yossy dwi,1,1 minggu lalu,Kalo menurut saya ini pembodohan konsumen & pemaksaan konsumen. Meskipun mungkin menurut menajemen ini strategi marketing. Karena di hari libur sekolah seperti sekarang ini mau tidak mau kita harus membeli tiket bundling ( Jatim park 2 + drive thru / ECO green) seharga 170.000 jadi kita mesti beli tiket itu padahal kita gak ingin ke drive thru / ECO green. Di lain sisi kl menurut saya jika kita masuk ke jatim Park 2 meskipun berangkat pagi setelah buka itu 1 hari gak bakalan cukup jadi kesimpulannya ke fasilitas bundling drive thru / ECO green gak di kunjungi. Contoh kemarin kamis tgl 26 Juni 2025 saya masuk jam 11.00 keluar sudah jam 16.00 ( blm ke musium satwa) itu padahal gak semua wahana saya naikin & banyak wahana yg gak ngantri panjang. Jadi sudah bisa di pastikan kl hari Sabtu / Minggu 1 hari gak bakalan cukup untuk menikmati Jatim Park 2 tp kita tetap harus Bili tiket bundling 🤣🤣🤣,Jatim Park 2,Hari biasa
animo pradana,5,6 bulan lalu,Tempat fav semua orang...kl ke sini pagi sebelum tiket buka. Sedikit mahal tp inklud semua kecuali game. Mainan banyak ..,Jatim Park 2,Akhir pekan
Oni Windrasmara,5,1 tahun lalu,"Wisata keluarga lengkap, harga sesuai dengan yang di dapatkan, lokasi mudah dicari, makanan banyak di dalam, cukup melelahkan juga kalau tidak sewa e-bike didalam, sayangnya jam e-bike cuma tipis hanya 3 jam saja",Jatim Park 2,Akhir pekan
Sabila Junika,5,8 bulan lalu,"Sumpah seru bangetttt, puas banget jalan-jalan disini, malahan waktu tuh berasa kurang. Soalnya kebun binatangnya luas terus, ada tempat burung burung, tempat rekreasi air dan juga tempat permainan kaya roller coaste, dsbnya. Dapet kesempatan juga buat feeding burung.",Jatim Park 2,Akhir pekan
Latifha _lolys02,5,6 bulan lalu,Alhamdulillah akhirnya ke jtp 2 bersama keluarga. Walau tidak semua yg didatangi tapi sangat terkesan. Pas masuk hujan tapi ttp semangat hujan²an buat liat binatang. dan sayang sekali wahananya ragu untuk dinaiki karna waktu yg tidak memadai.. wktu itu..,Jatim Park 2,Hari biasa
Putikeswara,5,1 tahun lalu,"Puas sepuasnya main disini.. definitely worth the price Untuk orang tua yang bawa anak, disarankan jangan lupa untuk bawa Stroller. Atau di sana ada jasa penyewaan scooter listrik Untuk makanan juga banyak pilihan + harganya ngga mahal",Jatim Park 2,Hari biasa
Alvaro HSuiklju,5,1 tahun lalu,"Rekreasi ke jatimpark group itu gak mngecewakan...mski htm trbilang mahal tp sebanding dg isinya... Jatimpark 2 trdiri dr batu secret zoo n museum satwa,cocok buat edukasi anak2... Banyak wahana yg sdh include dg tiket,gak cm utk anak2 aja tp org dewasa pun jg bs mnikmati... Waterpark jg ada jd klo ksini siap bawa baju gnti... Fasilitas lgkp...Toilet banyak,mushola,ruang bayi n mnyusui yg smuanya ckp bersih... Utk makanan d food court hrg std tempat wisata ya,msh trgolong wajar...kalo jajanan d stan mmg sdikit mahal... Jika bawa ank kcl lbh baik bawa stroller atw bs nyewa spd listrik 100rb/3jam krn areanya sangat luas n daerah pgunungan jd bny rute mnanjak...",Jatim Park 2,Hari biasa
Zakharia Parera,5,11 bulan lalu,"Tempat wisata paling lengkap, tidak hanya kebun binatang, tapi banyak wahana yg bisa dikunjungi, berangkat pagi sampai sore rasanya masih belum semua hehehe, seru banget pokoknya",Jatim Park 2,Akhir pekan
Bakhita Azzahrah Mahyudha,5,1 tahun lalu,Selamat menikmati liburan di Jatim Park 2!,Jatim Park 2,Hari libur nasional
Aji Pakerti H P,5,10 bulan lalu,"Tempatnya cocok utk rekreasi keluarga sekaligus edukasi ke anak-anak dan pengenalan satwa Cocok untuk keluarga yang bingung mau kemana di hari libur, jatim park 2 bisa menjadi pilihan yang pas",Jatim Park 2,Hari biasa
anang slhdn,5,1 minggu lalu,"Sudah lama ndak kesini, wahana dan hewan nambah banyak. Museum juga bagus, eco green park belum sempet masuk padahal sudah beli tiket. Saran yg mau kesana harus sejak pagi biar bisa muter ke semua lokasi. Dang siapkan kaki anda untuk jalan, sy seharian 15.000 langkah lebih.. Sekalian olahraga..😁 Beli tiket lebih cepat lewat traveloka atau tiket.com, tinggal ke loket untuk konfirmasi",Jatim Park 2,Akhir pekan
Ratna Pratiwi,5,9 bulan lalu,"Saya dan keluarga berkunjung saat weekday jadi tidak terlalu ramai, meskipun ada rombongan anak sekolah yg juga sedang berkunjung Kami membeli tiket paket batu secret zoo dan drive thru park seharga 150 ribu (sudah include wahana di dalam batu secret zoo, museum satwa dan museum selfie) Tempatnya bersih dan luas, jika lelah berjalan disini ada penyewaan e-bike",Jatim Park 2,Hari biasa
Pak Oman Maniez,3,1 tahun lalu,"Kmrn tgl 2 Juli ksini pas liburan anak² sekolah, suasana ruwame bgt, so untuk anak² naik tiap wahana harus ngantri lama.. Pas giliran di wahana kereta kuda dan perahu nabi Nuh udah ga kebagian jam, trs mau masuk museum satwa jg udah tutup. Serasa sia² da bayar mahal tiket masuk, asli kecewa pdhl pengunjung lain dibelakang pun msh banyak pula yg ga kebagian. Mohon manajemen JTP disaat padat pengunjung sprt skr pas liburan sekolah ada tambahan waktu jam operasional shg pengunjung ga ngerasa kecewa. Misal jam buka lbh awal atau bgm!!",Jatim Park 2,Hari biasa
Kharis Wiratama,5,1 tahun lalu,"Tidak diragukan lagi sangat cocok untuk liburan bersama keluarga, suhu di Kota batu dingin jadinya enak. 1. Bawa anak kecil sebaiknya menggunakan Stroller. 2. Beli tiket masuk sebaiknya via online (website, tiket, traveloka) agar tidak banyak antri, proses cepat. 4. Bawa tongsis dengan bluetooth. 5. Penggunaan Qris untuk pembayaran makanan di food court atau bisa juga top up di tempat yang disediakan 6. Siapkan fisik yang kuat minum vitamin kalau perlu, karena areanya sangat luas.",Jatim Park 2,Akhir pekan
Hariyanto Official,5,1 tahun lalu,"Sangat luas dan bagus sekali tempatnya, busa jadi trip and education buat keluarga/lembaga/sekolah. Bagi yg kakinya kurang sehat, mending pake drive thru saja, karena sangat luas dan tdk memungkinkan selesai jika dgn jalan kaki.",Jatim Park 2,Hari biasa
Ayu Nanda,5,1 tahun lalu,"Bagus tempatnya, bersih, banyak hewan² cocok buat edukasi anak². Wahana bermain jg super lengkap mulai dr anak² sampe dewasa ada semua. Ada kolam renang utk anak. Tempatnya bersih nyaman bgt. Harga tiket skrg paketan ya JTP2+ecogreen+museum satwa 170k weekend, 130k weekday. Khusus bulan oktober ada diskon 10% weekend & weekday",Jatim Park 2,Akhir pekan
Arya Putra,5,1 minggu lalu,Bagus kebun binatangnya dan permainan baru nya,Jatim Park 2,Hari libur nasional
Arif Laksono,4,1 tahun lalu,Tempat wisata yang cocok untuk keluarga dan terutama untuk anak-anak. Tempat edukasi yang bagus untuk anak-anak. Persiapkan kaki yang kuat kalo mau jalan-jalan disini karena sangat luas.,Jatim Park 2,Akhir pekan
Raditya Hikaru Nugroho,5,1 tahun lalu,"Kebun binatang dan taman hiburan yang bagus untuk orang dewasa dan anak-anak, suasana yang dingin disertai dengan banyak pohon, habitat-habitat hewan yang terjaga dengan baik dan bersih. Di area lemur ada foodcourt yang makanannya cukup enak, tapi harganya lumayan mahal, untuk minuman dibolehin masuk kedalam, saya saranin bawa tumbler sih, supaya gak sering buang² sampah dan bisa di refill. Untuk anak anak ada taman hiburan di fantasyland, sodara² saya sampe ketagihan main di situ 😁 Overall kebun binatang dan taman hiburan yang mantap 👍🏼👍🏼",Jatim Park 2,Hari libur nasional
suryadi tirta widjaya,5,1 tahun lalu,Banyak wahana edukasi untuk anak-anak. Ada wisata aneka satwa di dalamnya dan terdapat museum satwa. Buka setiap hari sampai pukul 18.00 WIB. Koleksi diorama satwa dan awetan kering lengkap dan penataan desainnya bagus dan keren,Jatim Park 2,Hari libur nasional
Fawwaz Rifasya,5,1 tahun lalu,"Alur masuk di konsep dengan baik sekali. Dapat melihat satwa dari dekat namun tetap aman dan tidak mengganggu satwa maupun pengunjung. Sangat ramah anak dan keluarga lokasinya. Food and Beverage Corner dan Toilet ada dalam beberapa jarak tertentu sangat memudahkan dan memanjakan pengunjung. Informasi satwa via text, visual, dan audio sangat baik. Dalam beberapa titik terdapat informasi interaktif baik konvensional maupun digital. Terimakasih!",Jatim Park 2,Hari biasa
